PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
214612509,19223160,6,2019-10-21T00:01:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,3001,3,5,-79.9881100899007,40.4151750679869
214612937,19223157,10,2019-11-01T13:58:00,"300 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1115,,,0,0
214613477,19223185,11,2019-10-31T00:01:00,"5600 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,1403,5,3,-79.9275244527577,40.4378776131373
214613639,19223181,0,2019-11-01T08:00:00,"2600 Block Barnett Way Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",509,,,0,0
214613661,19222773,26,2019-11-01T00:59:00,"70 Block S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1702,3,3,-79.9821806451184,40.4297237366274
214300862,19220086,11,2019-10-28T13:30:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,,,-79.8796553236592,40.4461196784598
214301796,19220050,0,2019-10-28T08:45:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.9974088316752,40.4415332222525
214308220,19220145,99,2019-10-28T17:31:00,"900 Block Davis Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,AIDED CASE,9497 Aided Case,2708,1,1,-80.0266157606016,40.481711740996
214310220,19220284,0,2019-10-28T20:08:00,"Greenfield Ave & Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,99,9998 Overdose Other,1501,5,3,-79.9520392698491,40.4249244980469
214310598,19220281,6,2019-10-28T08:00:00,"100 Block 55th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1011,,,0,0
214311419,19220333,99,2019-10-28T21:44:00,"100 Block Putnam St Pittsburgh, PA 15206",Y,Larimer,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1208,,,0,0
214314042,19212314,0,2019-10-17T00:30:00,"E Carson St & S 16th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,1702,3,3,-79.9828313417294,40.4288374283505
214339611,19220611,26,2019-10-29T08:15:00,"7800 Block Bennett St Pittsburgh, PA 15221",N,Homewood South,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1304,9,2,-79.8866993045041,40.4539950356481
214345207,19220666,29,2019-10-29T09:52:00,"900 Block Woodbine St Pittsburgh, PA 15201",N,Stanton Heights,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1005,9,2,-79.9437443844978,40.4792373762278
214347211,19220662,14,2019-10-29T09:48:00,Zone 1,Y,,1,CRIM MISCHIEF,3304 Criminal Mischief. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3127(a) Indecent exposure,,,,,
214352241,19220674,18,2019-10-29T10:03:00,"East Ohio St & Cedar Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 3334 Turning Movements and Required Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3809(a) Restriction on Alcoholic Beverages in Vehicle,2204,1,1,-80.0016971625207,40.4533202108365
214352326,19220725,6,2019-10-29T08:30:00,"3600 Block Smallman St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,603,7,2,-79.9669741992385,40.466107129615
213327863,19207986,10,2019-10-12T04:58:00,"2500 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2614,6,1,-80.0079441386222,40.4697219736393
213336768,19208234,26,2019-10-12T13:50:00,"700 Block N Lang Ave Pittsburgh, PA 15208",Y,Homewood South,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1303,9,2,-79.8992389478017,40.4560674525382
213345007,19208459,27,2019-10-12T20:15:00,"West Liberty Ave & Saw Mill Run Blvd Ramp Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1806,,,0,0
213346641,19208481,4,2019-10-12T20:57:00,"700 Block Collins Ave Pittsburgh, PA 15206",N,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault.,1113,9,2,-79.9182468956317,40.4674002027846
214414806,19221375,27,2019-10-30T07:14:00,"Highland Park Brg Ramp Pittsburgh, PA ",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1113,,,0,0
214440475,19221457,6,2019-10-30T09:30:00,"200 Block 42nd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902,7,2,-79.9605607044313,40.4702451496618
214454648,19221446,99,2019-10-25T16:59:00,"50 Block Scout Ave Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2902,,,0,0
214455857,19221450,99,2019-10-30T11:18:00,"1200 Block Federal St N Pittsburgh, PA 15212",N,Spring Garden,1,AIDED CASE,9497 Aided Case,2412,1,1,-80.0064919678362,40.4560343725137
214464255,19221597,0,2019-10-30T14:29:00,"400 Block Grant St Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9974986104995,40.4383790984651
214480101,19221666,0,2019-10-30T16:00:00,"1800 Block Tonopah Ave Pittsburgh, PA 15216",N,Beechview,6,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1920,4,5,-80.0248047466214,40.4075835093191
213423268,19208661,0,2019-10-13T02:09:00,"Wrights Way & S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.9805170263058,40.4292363448493
213427587,19209686,99,2019-10-14T14:15:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.9086166765251,40.4703056329977
213435706,19209736,27,2019-10-14T14:50:00,"S Lexington St & Reynolds St Pittsburgh, PA 15208",N,Point Breeze,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1406,9,3,-79.9013638752876,40.44584336909
213436520,19209805,18,2019-10-14T16:46:00,"E North Ave & Boyle St Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,2204,1,1,-80.0057114103984,40.4556322320391
213437065,19209697,99,2019-10-13T08:00:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,LOST PROPERTY,9504 Lost Property,1803,3,5,-79.9972070893429,40.4215599781998
213445839,19210084,6,2019-10-15T00:27:00,"7200 Block Kelly  (Across From) St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1303,9,2,-79.8969956274934,40.4555186499155
213454142,19210216,27,2019-10-15T05:49:00,"California Ave & Verner Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0414832673642,40.4813757890373
214522140,19222062,99,2019-10-31T08:45:00,"100 Block Hazelwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1515,5,3,-79.9447996108947,40.4112951354701
214522838,19222138,6,2019-10-31T10:00:00,"1600 Block Bedford Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,305,6,3,-79.9872770446112,40.4444688746195
-3344000846,19222079,0,2019-10-31T08:24:00,"200 Block Richfield St Pittsburgh, PA 15234",N,Overbrook,3,99,9993 PFA Service with Weapons Supplement,3207,4,5,-79.9998978698164,40.3832123887589
214528236,19221891,20,2019-10-31T07:00:00,"700 Block Johnston Ave Pittsburgh, PA 15207",Y,Glen Hazel,4,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,1504,5,3,-79.933455881494,40.405805081466
214530275,19222175,10,2019-10-31T11:11:00,"Liberty Ave & 5th Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.0027036149075,40.4416964811097
214530894,19222205,99,2019-10-31T10:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
214536664,19222206,6,2019-10-31T11:00:00,"Strawberry Way & Montour Way Pittsburgh, PA 15219",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.9967798769895,40.4419642024142
213744112,19213139,6,2019-10-19T01:41:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9979394801918,40.4429453058994
213763495,19213404,18,2019-10-19T12:42:00,"300 Block Stratmore St Pittsburgh, PA 15205",Y,Crafton Heights,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30)* Delivery of Controlled Substance,2815,2,5,-80.055913832015,40.4400832629206
213766267,19213526,0,2019-10-19T17:15:00,"300 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9935231972566,40.4097874382891
213776390,19213753,27,2019-10-19T22:06:00,"Blvd Of The Allies & Gist St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,3,-79.9795993088299,40.4360466189983
-3368000147,19213865,0,2019-10-20T01:54:00,"200 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,99,"5507(a) Obstructing highway, railroad or public passage",2205,1,1,-80.0088808419878,40.4552322935161
213780713,19213355,27,2019-10-15T12:53:00,"600 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,5,-80.0233727343996,40.3938177496
213782044,19213982,14,2019-10-20T07:19:00,"200 Block Michigan St Pittsburgh, PA 15210",Y,Beltzhoover,3,CRIM MISCHIEF,3304 Criminal Mischief.,1809,4,5,-80.003862359961,40.4158438586855
213366242,19208987,6,2019-10-13T15:21:00,"100 Block Oakville Dr Pittsburgh, PA 15220",Y,Banksville,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property.,2023,2,5,-80.0414369686178,40.4173570276031
213369921,19209028,27,2019-10-13T16:35:00,"100 Block Copperfield Ave Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9885015366858,40.3958484826792
-2983020345,19209022,99,2019-10-13T16:15:00,"100 Block Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,SUICIDE,9495 Suicide,2904,4,3,-79.9862223231758,40.3888675224929
213370737,19208423,0,2019-10-12T19:29:00,"400 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,2205,,,0,0
213371104,19209057,6,2019-10-13T16:30:00,"10 Block Children's Way Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2204,1,1,-80.0069732748943,40.4525964555568
213371542,19209123,0,2019-10-13T18:39:00,"7200 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Harassment,1202,9,2,-79.8937220743909,40.4669448658643
213372310,19209088,6,2019-10-13T15:53:00,"400 Block 56th St Pittsburgh, PA 15201",N,Middle Hill,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,,,0,0
213422577,19209617,10,2019-10-14T12:18:00,"1100 Block Beechwood Blvd Pittsburgh, PA 15206",Y,Point Breeze,4,HARRASSMENT,2709(a) Harassment.,1404,,,0,0
213665890,19212049,6,2019-10-17T16:09:00,"Forbes Ave & Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,405,3,3,-79.9576291371076,40.4410980089075
214482859,19221712,27,2019-10-30T15:30:00,"5300 Block N Aiken Ct Pittsburgh, PA 15224",N,Stanton Heights,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1005,,,0,0
214486691,19221801,99,2019-10-30T18:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,5,-79.9937050598573,40.4218022561637
214486916,19221057,14,2019-10-29T19:30:00,"5000 Block Gloster St Pittsburgh, PA 15207",N,Hazelwood,4,CRIMINAL MISCHIEF,"3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1501,,,0,0
214487284,19221813,14,2019-10-30T19:51:00,"400 Block Mountain Ave Pittsburgh, PA 15210",N,St. Clair,3,CRIM MISCHIEF,3304 Criminal Mischief.,1606,3,3,-79.9770683900245,40.4124762784478
214487853,19221661,24,2019-10-28T23:29:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2205,1,1,-80.0096338538371,40.4549104336875
213634704,19211821,5,2019-10-17T07:00:00,"1100 Block W Carson St Pittsburgh, PA ",N,South Shore,3,BURGLARY,3502 Burglary.,1921,3,3,-79.98734686776,40.428644561289
213662791,19212087,29,2019-10-17T17:04:00,"900 Block Kirkbride St Pittsburgh, PA 15212",N,California-Kirkbride,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2507,6,1,-80.0192423770832,40.4600216505596
213669381,19212203,14,2019-10-17T19:50:00,"Elmore St & Hemans St Pittsburgh, PA 15219",N,Middle Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,501,6,3,-79.9771932355037,40.4445832975434
-3351000988,19212092,27,2019-10-17T17:15:00,"N Franklin St & Oxline St Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2108,6,1,-80.0340972495515,40.4545310815738
213706971,19212623,10,2019-10-18T11:30:00,"2800 Block Wadlow St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.0284942359188,40.4701551175459
213712258,19212635,99,2019-10-18T11:55:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,OSC,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1306,9,2,-79.871328586779,40.4566162367709
213499576,19208615,14,2019-10-12T00:30:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief.,2205,1,1,-80.0096338538371,40.4549104336875
213523487,19210668,0,2019-10-15T18:25:00,"1600 Block Leolyn St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): PFA with Weapon Relinquishment,2902,,,0,0
213519784,19210722,99,2019-10-15T19:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
213525577,19210808,0,2019-10-15T21:30:00,"2300 Block Potomac Ave Pittsburgh, PA 15220",N,Banksville,6,99,9998 Overdose Other,2023,2,5,-80.0434074976923,40.4055630223649
213526272,19210701,6,2019-10-15T18:50:00,"S 22nd St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3304 Criminal Mischief. / 5503 Disorderly Conduct.,1609,3,3,-79.9746421516966,40.42842082423
213534079,19210872,5,2019-10-15T17:00:00,"100 Block Kearns Pl Pittsburgh, PA 15205",N,Westwood,6,BURGLARY,3502 Burglary.,2811,,,0,0
213634369,19211793,14,2019-10-17T04:22:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1921,2,5,-80.0213528738134,40.4421395488467
213635730,19208903,6,2019-10-13T01:30:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1702,3,3,-79.9818723137217,40.4285931755253
213636934,19208896,6,2019-10-13T01:30:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9818723137217,40.4285931755253
213641175,19211895,10,2019-10-17T11:58:00,"1000 Block Benton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2708,1,1,-80.0338790644292,40.4880682948161
213523506,19210736,27,2019-10-15T19:20:00,"500 Block Norton St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0126413361124,40.4247839843698
213523597,19210741,0,2019-10-15T19:59:00,"Liberty Ave & 28th St Pittsburgh, PA 15222",N,Strip District,2,99,9999 9999 - (Misc. Incident): Dispatch Deer,203,7,6,-79.9749507116938,40.4563019062608
213527655,19210817,18,2019-10-15T20:59:00,"Ruxton St & Estella Ave Pittsburgh, PA 15211",Y,Mount Washington,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3334 Turning Movements and Required Signals.,1807,3,5,-80.0011079668219,40.4249508662591
213527855,19210833,10,2019-10-15T21:25:00,"300 Block Enright Ct Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,9,2,-79.9168404065684,40.4608871491557
213565816,19211164,27,2019-10-16T11:33:00,"Liberty Tunl Pittsburgh, PA 15210",N,Beltzhoover,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1809,,,0,0
213601430,19211524,27,2019-10-16T19:30:00,"3100 Block Landis St & Thornton St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,2,5,-80.0556002598474,40.4564815637975
213592119,19211344,6,2019-10-16T04:00:00,"200 Block Sagamore St Pittsburgh, PA 15204",N,Esplen,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2017,2,5,-80.0533066032456,40.4637070539522
213598300,19211477,10,2019-10-16T19:15:00,"1500 Block Brighton Pl Pittsburgh, PA 15212",N,Squirrel Hill North,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 4304(a)(1) Endangering Welfare of Children.,1401,6,1,-80.0165685056208,40.4568744092444
-3270012125,19211571,99,2019-10-16T16:11:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.9937050598573,40.4218022561637
213472636,19210287,6,2019-10-15T08:00:00,"200 Block Spencer Ave Pittsburgh, PA 15227",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2904,,,0,0
213630557,19211831,27,2019-10-16T15:20:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1803,3,5,-79.9937050598573,40.4218022561637
213635566,19211795,9,2019-10-17T08:17:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,201,6,6,-80.0064088164826,40.4417408925392
-2865011244,19209979,6,2019-10-14T10:00:00,"3200 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2018,2,5,-80.0569768076272,40.4577009431173
213445341,19209982,29,2019-10-14T20:46:00,"2100 Block Elsie St Pittsburgh, PA 15210",Y,Arlington,3,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,1603,3,3,-79.9773756263443,40.4169541778239
213486851,19210391,3,2019-10-15T11:50:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.9998563743371,40.4424457459566
213523676,19210691,9,2019-10-15T18:27:00,"7200 Block Felicia Way Pittsburgh, PA 15208",Y,Homewood South,5,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,1303,9,2,-79.8964467490695,40.4569332160223
